item_id,post_url,post_uri,post_cid,author_handle,author_did,post_datetime,text,post_type,parent_post_uri,root_post_uri,language,like_count,repost_count,reply_count,quote_count,collector,collection_datetime,search_term_or_method_that_surfaced_it,Has_image,detected_language,engagement_as_of_datetime,enrichment_status,Has_relevant_replies,Seems_relevant_to_collector,source_item_id,snowball_depth,snowball_edge_type
554,https://bsky.app/profile/postmodernism.bsky.social/post/3mczv7a5r4227,at://did:plc:27ufoor2nzqei7eh7lkxjuzd/app.bsky.feed.post/3mczv7a5r4227,bafyreiabyomexusbvnixfl3j24hnlup6ro2zretzudxduo3g2qtdkn2sna,postmodernism.bsky.social,did:plc:27ufoor2nzqei7eh7lkxjuzd,2026-01-22T19:10:14.568Z,yeah it's this one and it's good bsky.app/profile/stec...,reply,at://did:plc:36jnw364gkgrhxgtqoa6eyj6/app.bsky.feed.post/3mczuzuaowc2c,at://did:plc:36jnw364gkgrhxgtqoa6eyj6/app.bsky.feed.post/3mczuzuaowc2c,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
555,https://bsky.app/profile/sysfin.bsky.social/post/3mczojymr7c2c,at://did:plc:yr7nv7ljdx22v65mqhrwpbvd/app.bsky.feed.post/3mczojymr7c2c,bafyreidlhy365vtp7dzi3qeg6fxtm46fce2s65qipheewkxzfaic7qknie,sysfin.bsky.social,did:plc:yr7nv7ljdx22v65mqhrwpbvd,2026-01-22T17:10:59.578Z,"This is for the posting level

bsky.app/profile/stec...",reply,at://did:plc:zv6gtdlzggihmltashboqtdw/app.bsky.feed.post/3mczoevxits27,at://did:plc:hbpefio3f5csc44msmbgioxz/app.bsky.feed.post/3mcznz6gvls2d,en,3,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
556,https://bsky.app/profile/sharonk.bsky.social/post/3mczoc4ndvs2d,at://did:plc:hbpefio3f5csc44msmbgioxz/app.bsky.feed.post/3mczoc4ndvs2d,bafyreiasu6qvwwmj2lioce4lzr7ympx4tryybc4tn46k7ond23cqfvxf2q,sharonk.bsky.social,did:plc:hbpefio3f5csc44msmbgioxz,2026-01-22T17:06:35.355Z,bsky.app/profile/stec...,reply,at://did:plc:hbpefio3f5csc44msmbgioxz/app.bsky.feed.post/3mczobpxhms2d,at://did:plc:izxpomdyri45gzhppiiyattq/app.bsky.feed.post/3mczo7dfi7k2p,en,6,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
557,https://bsky.app/profile/jeffstormer.bsky.social/post/3mcxdnxr2kk2d,at://did:plc:fc54snjz5rpstkn24kaav2be/app.bsky.feed.post/3mcxdnxr2kk2d,bafyreiddmweccj7zhv6f3szut4dbqucjcu57nwq753i3lcuxobrx2qhk2i,jeffstormer.bsky.social,did:plc:fc54snjz5rpstkn24kaav2be,2026-01-21T18:51:02.250Z,"This labeler, which includes flags for not just ""Posts 50/100 times per day"" but also ""Hasn't taken a break from posting in 2/4/8 hours"" has genuinely been essential for me in navigating bluesky

Seeing a ""user is Posting Through It"" alert has saved me so many times

bsky.app/profile/stec...",reply,at://did:plc:54ug727zp5cvlnwzfjtebw7v/app.bsky.feed.post/3mcxayk6c6c2f,at://did:plc:fc54snjz5rpstkn24kaav2be/app.bsky.feed.post/3mcxas6hte22v,en,10,4,1,1,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
558,https://bsky.app/profile/krysaliah.bsky.social/post/3mcw7qgvefs2w,at://did:plc:5ydcitvlhu5ky3sl5kdeafa2/app.bsky.feed.post/3mcw7qgvefs2w,bafyreihzgx3lgok2j3yd6xcwndymalgtigy6zw2rr55eboefike6u6eaqe,krysaliah.bsky.social,did:plc:5ydcitvlhu5ky3sl5kdeafa2,2026-01-21T08:08:10.523Z,bsky.app/profile/stec... voilà c'est celui-ci.,reply,at://did:plc:5ydcitvlhu5ky3sl5kdeafa2/app.bsky.feed.post/3mcw7ony4522w,at://did:plc:njq5tj6ear5urnuoicl2kukt/app.bsky.feed.post/3mcw66rmdm22t,fr,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,ro,2026-06-26T14:06:34.776511+00:00,ok,,,,,
559,https://bsky.app/profile/malasuette.bsky.social/post/3mcqjda3q5224,at://did:plc:mgafykqeonpcr7q3rs4tfscn/app.bsky.feed.post/3mcqjda3q5224,bafyreidf5ehin6ma32y2g5h3stal2rsfvyvd53qfxrr6cmcmvh7ukcnyj4,malasuette.bsky.social,did:plc:mgafykqeonpcr7q3rs4tfscn,2026-01-19T01:43:46.171Z,"It's this!

bsky.app/profile/stec...",reply,at://did:plc:aj4bgsgu6v4hivxsaq5fzruz/app.bsky.feed.post/3mcprruogxs25,at://did:plc:mgafykqeonpcr7q3rs4tfscn/app.bsky.feed.post/3mcpr7qrkns2y,en,0,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
560,https://bsky.app/profile/skora.bsky.social/post/3mcpu5her2s24,at://did:plc:y26di3nagwoitxd3eljuzcix/app.bsky.feed.post/3mcpu5her2s24,bafyreifnujjlvww2yqdbcfa23kqdj5pqm76ziuu5twgqd5w446bzjtl7eu,skora.bsky.social,did:plc:y26di3nagwoitxd3eljuzcix,2026-01-18T19:24:43.897Z,same! I recently started following bsky.app/profile/stec... a handy bot that labels when a poster has posted >50 times or changed  profile more than 3x in last 24 hrs it's helpful for identifying possible bots & how are ppl spending so much time on here?!,reply,at://did:plc:as2rllvemkalzy6oeasxamqz/app.bsky.feed.post/3mcnnik7m2c2h,at://did:plc:as2rllvemkalzy6oeasxamqz/app.bsky.feed.post/3mcnnik7m2c2h,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
561,https://bsky.app/profile/snobwho.neocities.org/post/3mcm6z5trgk2f,at://did:plc:v3hpihu3ezs6j32ilmstylvx/app.bsky.feed.post/3mcm6z5trgk2f,bafyreibza3j25lysopksvh5hxraw2ug4gp2zyxewzlgoa7lmsma2ko4t3u,snobwho.neocities.org,did:plc:v3hpihu3ezs6j32ilmstylvx,2026-01-17T08:28:31.898Z,"Anyway, look at this cool spam detector tool.

bsky.app/profile/stec...",reply,at://did:plc:v3hpihu3ezs6j32ilmstylvx/app.bsky.feed.post/3mcm533e6ds2b,at://did:plc:v3hpihu3ezs6j32ilmstylvx/app.bsky.feed.post/3mcm533e6ds2b,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
562,https://bsky.app/profile/mzxmike.bsky.social/post/3mcm6xnoxrc2f,at://did:plc:ymvcmqtfpunqbx6wapocwwwc/app.bsky.feed.post/3mcm6xnoxrc2f,bafyreiayp2ivaweurnaowb2jzxk542t73p46y7on2u4a7l4syc44muqnuu,mzxmike.bsky.social,did:plc:ymvcmqtfpunqbx6wapocwwwc,2026-01-17T08:27:41.406Z,"This is a cool Bsky tool. 

I recommend it. 

bsky.app/profile/stec...",reply,at://did:plc:ymvcmqtfpunqbx6wapocwwwc/app.bsky.feed.post/3mcm5cg4snc2b,at://did:plc:ymvcmqtfpunqbx6wapocwwwc/app.bsky.feed.post/3mcm5cg4snc2b,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
563,https://bsky.app/profile/infinitefinite.blog/post/3mcm4ynuols2e,at://did:plc:eztpytjgktizvzoddfmqmhf4/app.bsky.feed.post/3mcm4ynuols2e,bafyreibxa6i7isnkca7lbwh6dul7pq7gc7venr5k4abszm6tzaxdqz5gae,infinitefinite.blog,did:plc:eztpytjgktizvzoddfmqmhf4,2026-01-17T07:52:27.667Z,"Here you go, it was easier to find the link

bsky.app/profile/stec...",reply,at://did:plc:cipv3arp27zug6ugyk7fv76o/app.bsky.feed.post/3mcm4vsyd7k2m,at://did:plc:eztpytjgktizvzoddfmqmhf4/app.bsky.feed.post/3mcm2w4mec22c,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
564,https://bsky.app/profile/thomasfuchs.at/post/3mckfxjrox22g,at://did:plc:tbo4hkau3p2itkar2vsnb3gp/app.bsky.feed.post/3mckfxjrox22g,bafyreidbtiw7zbjk72pgy6ghiutawsgje34tvvr7iv4uha6iksg2g7amnm,thomasfuchs.at,did:plc:tbo4hkau3p2itkar2vsnb3gp,2026-01-16T15:27:34.020Z,"This labeler is helpful: bsky.app/profile/stec...

plus if you look at replies from the bot account they usually they post an identical or mostly identical reply to many another posts, often unrelated. plus follower count or followers/followees ratio.",reply,at://did:plc:dgq526l7uialapzmwqjiwtob/app.bsky.feed.post/3mckfm3t4o22m,at://did:plc:dr6cavavqbbtzeknnl76tp54/app.bsky.feed.post/3mci4lbfbgk2p,en,4,0,3,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
565,https://bsky.app/profile/gerwyn.uk/post/3mchjm563i22x,at://did:plc:5hvqi3jxnqkcugdmon27ie7y/app.bsky.feed.post/3mchjm563i22x,bafyreicekg6iqjkab4tu3457dvmqw4xronifrpwllq6zanwghfveek23gu,gerwyn.uk,did:plc:5hvqi3jxnqkcugdmon27ie7y,2026-01-15T11:54:47.448Z,"I’ve subscribed to this list.
It flags various wonky behaviours, as you saw. It gives you a bit of an insight on their actions in the last 24hrs - as you saw 

bsky.app/profile/stec...",reply,at://did:plc:dfrlhxcvlscyo6l4xxcedzvl/app.bsky.feed.post/3mchjitvgm225,at://did:plc:xurjtu2wa2akyi64gab34ahg/app.bsky.feed.post/3mch3ct3bss2c,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
566,https://bsky.app/profile/the-art-of-web.com/post/3mcfhoy65fk2q,at://did:plc:y3vu6k7ozqpbc7rd7fgh5dug/app.bsky.feed.post/3mcfhoy65fk2q,bafyreia57g5tmlbzox3fhn7wwgaj3wnouckeuwyfoutz6ia6s2mj534ghi,the-art-of-web.com,did:plc:y3vu6k7ozqpbc7rd7fgh5dug,2026-01-14T16:15:15.911Z,"I don't block, but I do use a few labellers to filter, label and otherwise improve my feed:
-> bsky.app/moderation
-> bsky.app/profile/pef-...
-> bsky.app/profile/skyw...
-> bsky.app/profile/enga...
-> bsky.app/profile/stec...",reply,at://did:plc:rbn2klaral4w3xi2qe5nlgz4/app.bsky.feed.post/3mcfhb5gg7k23,at://did:plc:y3vu6k7ozqpbc7rd7fgh5dug/app.bsky.feed.post/3mcf26boydk2f,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
567,https://bsky.app/profile/jaanus.bsky.social/post/3mce5annljs2x,at://did:plc:qhzzofs52o2xmo3qm6w6p7rw/app.bsky.feed.post/3mce5annljs2x,bafyreihp5zrx5a6xqncav6jfxioknrryojkswvoaskvj7nv4hqlf24iewa,jaanus.bsky.social,did:plc:qhzzofs52o2xmo3qm6w6p7rw,2026-01-14T03:35:37.963Z,I discovered an interesting labeler for this site bsky.app/profile/stec...,post,,,en,9,1,4,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
568,https://bsky.app/profile/gorlock.bsky.social/post/3mce233utxc2v,at://did:plc:j4ipmd6ouio32ib7dj3svm5u/app.bsky.feed.post/3mce233utxc2v,bafyreiaggrfjcnaujpjoezawdm7bliddcyzbyoji7y3cxlwlaxy2doru4e,gorlock.bsky.social,did:plc:j4ipmd6ouio32ib7dj3svm5u,2026-01-14T02:38:50.329Z,bsky.app/profile/stec...,reply,at://did:plc:j4ipmd6ouio32ib7dj3svm5u/app.bsky.feed.post/3mce22nelj22v,at://did:plc:hghygy3ewaffngg6gfqpdh2n/app.bsky.feed.post/3mcdym2q7fk27,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
569,https://bsky.app/profile/aminifer.eurosky.social/post/3mcd2w2rayk2x,at://did:plc:riljavjmnu4lotesqwdppb5y/app.bsky.feed.post/3mcd2w2rayk2x,bafyreicq3ri4t4ziezrjtrdoqcdrm4cctqt27jqkrohqasf6p6rl2agjgi,aminifer.eurosky.social,did:plc:riljavjmnu4lotesqwdppb5y,2026-01-13T17:21:15.395Z,"Understandable concern, but I've found the well-run, transparent, blocklists to be really helpful. Re tags, the closest I've found for what you're looking for are some of  these, which cover some of the indicators of inauthentic accounts, eg repeated posting of links:

bsky.app/profile/stec...",reply,at://did:plc:itmn4fk3nagdrt622u7f53fh/app.bsky.feed.post/3mccyzybzr22l,at://did:plc:itmn4fk3nagdrt622u7f53fh/app.bsky.feed.post/3mccexdx6x22b,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
570,https://bsky.app/profile/jakei.bsky.social/post/3mcbq6ebdgs2q,at://did:plc:vjyot2w7zeomrslomwpfxirl/app.bsky.feed.post/3mcbq6ebdgs2q,bafyreiaycp5wwtrgdtmgbiafbjlp5or2y6g6skityzyo2mevfxlgdz6q74,jakei.bsky.social,did:plc:vjyot2w7zeomrslomwpfxirl,2026-01-13T04:36:22.895Z,bsky.app/profile/stec...,reply,at://did:plc:vjyot2w7zeomrslomwpfxirl/app.bsky.feed.post/3mcbpzjj5pk2q,at://did:plc:vjyot2w7zeomrslomwpfxirl/app.bsky.feed.post/3mcbpqozdcc2q,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
571,https://bsky.app/profile/molloy.bsky.social/post/3mcavhgbx6c22,at://did:plc:ypknlvh4dgkeihj4sbgp4vb4/app.bsky.feed.post/3mcavhgbx6c22,bafyreibvnwm2lmn34d7vh2yxrmgcsdk6l7cyscswj2gwov56hidbm7otti,molloy.bsky.social,did:plc:ypknlvh4dgkeihj4sbgp4vb4,2026-01-12T20:38:15.973Z,bsky.app/profile/stec...,reply,at://did:plc:ypknlvh4dgkeihj4sbgp4vb4/app.bsky.feed.post/3mcavf6jhuk22,at://did:plc:imsgrcen4rh6wsoyyxxtfgpn/app.bsky.feed.post/3mc3pxmxb7s2s,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
572,https://bsky.app/profile/reidman.bsky.social/post/3mc7bww6c522w,at://did:plc:pz2i47vqy6uactwgikp4ijf7/app.bsky.feed.post/3mc7bww6c522w,bafyreiak7yypoqct4whv5u3cf4ggzat3g6t3hatvlvf6vssqxigod7kss4,reidman.bsky.social,did:plc:pz2i47vqy6uactwgikp4ijf7,2026-01-12T05:16:21.372Z,"you can subscribe to a labeler, which basically gives you precog abilities before you engage with a psycho on here. here's the one he's using: bsky.app/profile/stec...",reply,at://did:plc:mdssyrm6icihi35qu3erw3cw/app.bsky.feed.post/3mc75p6wknc2b,at://did:plc:yjl44ckrkaif35o6jfl767vp/app.bsky.feed.post/3mc74y7bys224,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
573,https://bsky.app/profile/ladyaranea.bsky.social/post/3mc65zapps22s,at://did:plc:mowyr5u5vzm5h5h3elsf2urd/app.bsky.feed.post/3mc65zapps22s,bafyreifkjse2wet52q2p6drkvjvtzs327ucucsi3itikknw2irvaekhs7a,ladyaranea.bsky.social,did:plc:mowyr5u5vzm5h5h3elsf2urd,2026-01-11T18:33:24.833Z,Ah ha! bsky.app/profile/stec...,reply,at://did:plc:l6uabazjem2n2i3gasazsoeh/app.bsky.feed.post/3mc65n5f2v22t,at://did:plc:mowyr5u5vzm5h5h3elsf2urd/app.bsky.feed.post/3mc65gzeytc2s,en,4,0,3,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
574,https://bsky.app/profile/rafmbatista.bsky.social/post/3mc4f2mkhhc2j,at://did:plc:5mj3u4tnxciyyvrsxqv254xw/app.bsky.feed.post/3mc4f2mkhhc2j,bafyreihkvqlzatiu4pozsiuvolzr44wgnz3o4v64lyiraqy7qk7wqdlkzq,rafmbatista.bsky.social,did:plc:5mj3u4tnxciyyvrsxqv254xw,2026-01-11T01:34:07.511Z,"This is one of the coolest features I’ve seen developed for @bsky.app, specifically designed to counteract these “spew machines” that @natematias.bsky.social is talking about. Frankly, it’s changed my Bluesky experience.

bsky.app/profile/stec...",quote,,,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
575,https://bsky.app/profile/dryad.technology/post/3mc4c2jo3uc2w,at://did:plc:2aebn3xk5t63net43eeepire/app.bsky.feed.post/3mc4c2jo3uc2w,bafyreib6wetffgnfnzeym33rq66rnj4izn4nmqpuuxiav2ssswf462enxa,dryad.technology,did:plc:2aebn3xk5t63net43eeepire,2026-01-11T00:40:23.261Z,"Note: This is a joke; I am referring to the ""Posts a lot: More than 50 times yesterday"" and ""Replies a lot: More than 100 times yesterday"" labels; I don't know if those apply to me; I think that this is actually a interesting and potentially valuable idea, tho I have crits bsky.app/profile/stec...",reply,at://did:plc:2aebn3xk5t63net43eeepire/app.bsky.feed.post/3mc4al7w5qc2w,at://did:plc:2aebn3xk5t63net43eeepire/app.bsky.feed.post/3mc4al7w5qc2w,en,21,0,5,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
576,https://bsky.app/profile/loubegavevo.bsky.social/post/3mc3mjzur6c2m,at://did:plc:huqwpr7wosr5thv7227zdbvs/app.bsky.feed.post/3mc3mjzur6c2m,bafyreidknabvifkqj2ofp6g7o3g7ucz22z4h52qb6ppf5i67hmvca4fipi,loubegavevo.bsky.social,did:plc:huqwpr7wosr5thv7227zdbvs,2026-01-10T18:15:21.253Z,😌 bsky.app/profile/stec...,reply,at://did:plc:jp2rl3twzm5rpxwa5bbnge6j/app.bsky.feed.post/3mc3mfoeaw223,at://did:plc:huqwpr7wosr5thv7227zdbvs/app.bsky.feed.post/3mc3hsb7fn22g,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
577,https://bsky.app/profile/ingr.own.baby/post/3mc2bngtgtk2z,at://did:plc:vqqputft2o4kkf4rcvvxr3rp/app.bsky.feed.post/3mc2bngtgtk2z,bafyreicza7ydbitfstl7a5ifvrzil5auzrtvjwwj4zq2zdntnvlx6nij4e,ingr.own.baby,did:plc:vqqputft2o4kkf4rcvvxr3rp,2026-01-10T05:27:44.606Z,bsky.app/profile/stec...,reply,at://did:plc:sefdkaynhocvg2bnpenlvioa/app.bsky.feed.post/3mc22oxgq5c2l,at://did:plc:k6kg5ccozcphfcmp4zyx3s64/app.bsky.feed.post/3mc22bca4wc2n,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
578,https://bsky.app/profile/taastee.blacksky.app/post/3mbzign6y5c2e,at://did:plc:vdyw7lv45m755ne5sxelimkn/app.bsky.feed.post/3mbzign6y5c2e,bafyreih5lxmeb6nvml3ta7agoqai22qczpnv3j3bs4hxbldouoqjdtmdnm,taastee.blacksky.app,did:plc:vdyw7lv45m755ne5sxelimkn,2026-01-09T21:56:32.850Z,All these labels are wild bsky.app/profile/stec...,post,,,en,2,4,3,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
579,https://bsky.app/profile/endlessblue.com/post/3mbzhyshftk2h,at://did:plc:xzowltid3qlufamza4ux6ziy/app.bsky.feed.post/3mbzhyshftk2h,bafyreib6dnjqyzcnlxsq4my2kjowuhsmb7zn62atj6dzqp3zy2nrfoi5uy,endlessblue.com,did:plc:xzowltid3qlufamza4ux6ziy,2026-01-09T21:48:48.606Z,"Cornell Tech, does some pretty cool stuff 👉 bsky.app/profile/stec...",reply,at://did:plc:pxw775c7kqs7ywlzbdofvz75/app.bsky.feed.post/3mbzhb2epo22z,at://did:plc:hlp7bkvxwumcxjutegxwnnnw/app.bsky.feed.post/3mbzfhtosl22v,en,3,0,1,1,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
580,https://bsky.app/profile/erinaceousphd.blacksky.app/post/3mbzhddbkzs2s,at://did:plc:mzqt757xrtcyud3tinjvyy2p/app.bsky.feed.post/3mbzhddbkzs2s,bafyreied65lyi3h3fazzhlgzdgnjw5nhipczdeyzv5akxjvj4bndu2hxr4,erinaceousphd.blacksky.app,did:plc:mzqt757xrtcyud3tinjvyy2p,2026-01-09T21:36:48.044Z,"It’s a public labeler. *I* use it to track weird, fake account activity, but the labels you choose do show up on any account if they meet the criteria. 

bsky.app/profile/stec...",reply,at://did:plc:k42l6sozg6qkz4d3q3zklwl5/app.bsky.feed.post/3mbzh3ob7gk2s,at://did:plc:k42l6sozg6qkz4d3q3zklwl5/app.bsky.feed.post/3mbzh3ob7gk2s,en,3,0,1,1,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
581,https://bsky.app/profile/estupido.fyi/post/3mbxdocs37k2e,at://did:plc:cavb27pcovgqp6cncomyv3j3/app.bsky.feed.post/3mbxdocs37k2e,bafyreibys27dqclzm4toykxne24mkobxdhzeiubyzc4ee3hk4nnjzmjsky,estupido.fyi,did:plc:cavb27pcovgqp6cncomyv3j3,2026-01-09T01:26:02.191Z,bsky.app/profile/stec...,reply,at://did:plc:cavb27pcovgqp6cncomyv3j3/app.bsky.feed.post/3mbxdm3evac2e,at://did:plc:kmqa6ybu75bsrh2a7ccavy6g/app.bsky.feed.post/3mbxd35gecc25,en,0,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
582,https://bsky.app/profile/eglyde.bsky.social/post/3mbwc2x4qdk23,at://did:plc:tiffzh4owzn5f7zggb7pw5js/app.bsky.feed.post/3mbwc2x4qdk23,bafyreickoaigwrtinyqi3vrs44wi4zdgbx53pd52ogq5tmdhewzh2gxnym,eglyde.bsky.social,did:plc:tiffzh4owzn5f7zggb7pw5js,2026-01-08T15:24:38.942Z,"It’s this btw

bsky.app/profile/stec...",reply,at://did:plc:tiffzh4owzn5f7zggb7pw5js/app.bsky.feed.post/3mbw3avy5mc2x,at://did:plc:tiffzh4owzn5f7zggb7pw5js/app.bsky.feed.post/3mbw3avy5mc2x,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
583,https://bsky.app/profile/treio24.bsky.social/post/3mbvadfchgs2b,at://did:plc:cck3ymz23dc53ziwbkx5fajf/app.bsky.feed.post/3mbvadfchgs2b,bafyreibwjxrv77jew24o5vvo3g7wwnxbu6m6dv442vz7rwy7y4vp4dufna,treio24.bsky.social,did:plc:cck3ymz23dc53ziwbkx5fajf,2026-01-08T05:20:55.023Z,bsky.app/profile/stec...,reply,at://did:plc:dcev7qmkonzik3zfs4vffkal/app.bsky.feed.post/3mbva7ox7zs2a,at://did:plc:7umvpuxe2vbrc3zrzuquzniu/app.bsky.feed.post/3mbv6odiyhs2x,en,7,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
584,https://bsky.app/profile/stoneyboboney.bsky.social/post/3mbu7hawxzk2j,at://did:plc:d3iqst7etkr4vmv2vnpfk4t2/app.bsky.feed.post/3mbu7hawxzk2j,bafyreib4gsfyja7cj6qi72axr4zbazqn6bm2cji2lvvq7vyhg4vacfmuau,stoneyboboney.bsky.social,did:plc:d3iqst7etkr4vmv2vnpfk4t2,2026-01-07T19:32:31.190Z,"Today is maybe a good day to add a labeler to your Skyline. Helps detect potential bots and ne’er do wells. 

Subscribe and you can change how you want to be informed. I like an account badge. 

bsky.app/profile/stec...",post,,,en,3,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
585,https://bsky.app/profile/rickyromero.com/post/3mbrsamcn7c2b,at://did:plc:xhav4hwwtfugm3bcpdegzlhz/app.bsky.feed.post/3mbrsamcn7c2b,bafyreihy6hnbdsh2oyrju5to3mjdplwxehodzeglasgs3xsjo3z7nashva,rickyromero.com,did:plc:xhav4hwwtfugm3bcpdegzlhz,2026-01-06T20:30:50.101Z,Neat Bluesky labeler that highlights accounts that are Too Online or spammy or whatever bsky.app/profile/stec...,post,,,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
586,https://bsky.app/profile/justinfalcone.com/post/3mbrs5pv7j22l,at://did:plc:g2rjxshkrnoiucse7p3hsdl4/app.bsky.feed.post/3mbrs5pv7j22l,bafyreibhip3h2ikiqe5zixws4tnktcelxa3jwf356lxv2jc7njxidk73ue,justinfalcone.com,did:plc:g2rjxshkrnoiucse7p3hsdl4,2026-01-06T20:29:13.197Z,This one is good for knowing who needs to Touch Grass bsky.app/profile/stec...,reply,at://did:plc:5qartdsce62n2wfyvtocmoob/app.bsky.feed.post/3mbrrfuwiys27,at://did:plc:5qartdsce62n2wfyvtocmoob/app.bsky.feed.post/3mbrrfuwiys27,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
587,https://bsky.app/profile/jonikorpi.com/post/3mbrmmarodc2d,at://did:plc:gwuyxh5ulu5wdi2f5ibth533/app.bsky.feed.post/3mbrmmarodc2d,bafyreia2tjieijozrxds5t7h356ucasw2rutvqixqxfysmuse4avjemdv4,jonikorpi.com,did:plc:gwuyxh5ulu5wdi2f5ibth533,2026-01-06T18:49:58.213Z,"This service labels Bsky users exhibiting various kinds of suspicious or spammy behaviour, like “posted 50+ times yesterday”. Great context clues for deciding whether to repost something or not. bsky.app/profile/stec...

(via @tinysubversions.bsky.social)",post,,,en,4,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
